,Invoicedate,Distributor,GroupId,Type,Provincename,MatNo,Material Name,New_Volume(L),Points,Month
174,2023-12-06,D,ERW_DBG72020110038,Reseller,Phuket,145577,MOBIL SUPER FRICTION FIGHTER TURBOSPEED 10W-30 4x7L/CAR,1176,2,12
175,2023-11-27,D,ERW_DBG72020110075,Retails,Chumphon,145497,MOBIL DELVAC Legend 15W40(CH-4) 4/7,12264,2,11
176,2023-12-25,D,ERW_DYZP2023100001,Reseller,Chumphon,145497,MOBIL DELVAC Legend 15W40(CH-4) 4/7,5992,2,12
177,2023-09-26,D,ERW_DYZP2023100001,Reseller,Chumphon,145497,MOBIL DELVAC Legend 15W40(CH-4) 4/7,7896,2,9
178,2023-03-13,A,ERW_AJ0E2020120005,Reseller,Chanthaburi,143629,MOBIL SUPER 2000 TURBOSPEED 10W30 4/7,12964,2,3
179,2023-03-01,A,ERW_AJ0E2020120005,Reseller,Chanthaburi,143629,MOBIL SUPER 2000 TURBOSPEED 10W30 4/7,11284,2,3
180,2023-03-13,A,ERW_AMBP2020110207,Reseller,Chachoengsao,143628,MOBIL SUPER 1000 TURBOSPEED 15W40 4/7,8456,1,3
181,2023-03-01,A,ERW_AMBP2020110207,Reseller,Chachoengsao,143628,MOBIL SUPER 1000 TURBOSPEED 15W40 4/7,6804,1,3
182,2023-08-23,A,ERW_AMBP2020110206,Reseller,Chachoengsao,145575,MOBIL SUPER EVERYDAY PROTECTION TURBOSPEED 15W-40 4x7L/CAR,2800,1,8
183,2023-09-18,A,ERW_AMBP2020110206,Reseller,Chachoengsao,145575,MOBIL SUPER EVERYDAY PROTECTION TURBOSPEED 15W-40 4x7L/CAR,10472,1,9
184,2023-03-21,A,ERW_AMBP2020110206,Reseller,Chachoengsao,135896,MOBIL LUBE HD 85W140 1/18,6260,1,3
185,2023-07-07,A,ERW_A1DS2023040005,Reseller,Udon Thani,145577,MOBIL SUPER FRICTION FIGHTER TURBOSPEED 10W-30 4x7L/CAR,6636,2,7
186,2023-10-30,A,ERW_A1DS2023040005,Reseller,Udon Thani,145577,MOBIL SUPER FRICTION FIGHTER TURBOSPEED 10W-30 4x7L/CAR,10864,2,10
187,2023-08-28,A,ERW_A6CB2023080004,Retails,Khon Kaen,143160,MOBIL DELVAC SUPER 1400 15W-40 4X6+1L/CAR,476,2,8
188,2023-06-28,A,ERW_AJ0E2020120005,Reseller,Chanthaburi,143629,MOBIL SUPER 2000 TURBOSPEED 10W30 4/7,8736,2,6
189,2023-06-26,A,ERW_AJ0E2020120005,Reseller,Chanthaburi,143629,MOBIL SUPER 2000 TURBOSPEED 10W30 4/7,6160,2,6
190,2023-09-28,A,ERW_AMBP2020110030,Retails,Bangkok,143160,MOBIL DELVAC SUPER 1400 15W-40 4X6+1L/CAR,13384,2,9
191,2023-12-23,A,ERW_AMBP2020110207,Reseller,Chachoengsao,143877,MOBIL SUPER ALL-IN-ONE Pro TURBOSPEED 5W30 4/7,10304,1,12
192,2023-12-23,A,ERW_AMBP2020110207,Reseller,Chachoengsao,145570,MOBIL SUPER FRICTION FIGHTER 10W-40 4x4+1L/CAR,13944,2,12
193,2023-11-16,A,ERW_AMBP2020110207,Reseller,Chachoengsao,145497,MOBIL DELVAC Legend 15W40(CH-4) 4/7,13580,2,11
194,2023-04-05,A,ERW_AMBP2020110217,Retails,Nakhon Ratchasima,145474,MOBIL DELVAC MODERN 15W-40 S DEFENSE CTN 4X7L: TH,8148,2,4
195,2023-01-06,A,ERW_AMBP2020110217,Retails,Nakhon Ratchasima,142931,MOBIL DELVAC MX 15W40 4/6+1,12152,2,1
196,2023-03-10,A,ERW_AMBP2020110218,Retails,Nakhon Ratchasima,143629,MOBIL SUPER 2000 TURBOSPEED 10W30 4/7,13944,2,3
197,2023-08-29,A,ERW_AMBP2020110322,Retails,Khon Kaen,145474,MOBIL DELVAC MODERN 15W-40 S DEFENSE CTN 4X7L: TH,11424,2,8
198,2023-07-21,A,ERW_AMBP2020110648,Reseller,Maha Sarakham,145474,MOBIL DELVAC MODERN 15W-40 S DEFENSE CTN 4X7L: TH,6748,2,7
199,2023-05-09,A,ERW_AMBP2020110671,Reseller,Chai Nat,145474,MOBIL DELVAC MODERN 15W-40 S DEFENSE CTN 4X7L: TH,6832,2,5
200,2023-12-22,A,ERW_AUTN2021110005,Retails,Udon Thani,145577,MOBIL SUPER FRICTION FIGHTER TURBOSPEED 10W-30 4x7L/CAR,8036,2,12
201,2023-09-25,C,ERW_C08P2020090041,Reseller,Tak,145497,MOBIL DELVAC Legend 15W40(CH-4) 4/7,12208,2,9
202,2023-12-16,C,ERW_C08P2020090041,Reseller,Tak,145497,MOBIL DELVAC Legend 15W40(CH-4) 4/7,12040,2,12
203,2023-11-28,C,ERW_C08P2020090096,Reseller,Phetchabun,145577,MOBIL SUPER FRICTION FIGHTER TURBOSPEED 10W-30 4x7L/CAR,3304,2,11
204,2023-03-31,C,ERW_C08P2020090176,Retails,Chiang Rai,143629,MOBIL SUPER 2000 TURBOSPEED 10W30 4/7,9100,2,3
205,2023-06-14,C,ERW_C08P2020090176,Retails,Chiang Rai,145577,MOBIL SUPER FRICTION FIGHTER TURBOSPEED 10W-30 4x7L/CAR,12768,2,6
206,2023-04-29,C,ERW_CPCI2022060002,Retails,Chiang Mai,145474,MOBIL DELVAC MODERN 15W-40 S DEFENSE CTN 4X7L: TH,5376,2,4
207,2023-10-21,B,ERW_B5CM2020120012,Reseller,Kanchanaburi,145577,MOBIL SUPER FRICTION FIGHTER TURBOSPEED 10W-30 4x7L/CAR,3276,2,10
208,2023-12-22,B,ERW_B5CM2020120012,Reseller,Kanchanaburi,145497,MOBIL DELVAC Legend 15W40(CH-4) 4/7,3136,2,12
209,2023-05-31,B,ERW_BHGO2023040001,Retails,Nakhon Pathom,145474,MOBIL DELVAC MODERN 15W-40 S DEFENSE CTN 4X7L: TH,420,2,5
210,2023-05-31,B,ERW_BM2U2020110053,Retails,Nakhon Pathom,145577,MOBIL SUPER FRICTION FIGHTER TURBOSPEED 10W-30 4x7L/CAR,8176,2,5
211,2023-10-31,B,ERW_BM2U2020110004,Retails,Samut Sakhon,145497,MOBIL DELVAC Legend 15W40(CH-4) 4/7,12404,2,10
212,2023-05-31,B,ERW_BM2U2020110004,Retails,Samut Sakhon,145497,MOBIL DELVAC Legend 15W40(CH-4) 4/7,8568,2,5
213,2023-03-31,B,ERW_BM2U2020110030,Reseller,Ratchaburi,143629,MOBIL SUPER 2000 TURBOSPEED 10W30 4/7,12376,2,3
214,2023-01-19,B,ERW_BM2U2020110048,Retails,Nakhon Pathom,141539,MOBIL DELVAC SUPER 1400 15W40 4/6+1,5124,2,1
215,2023-08-14,B,ERW_BM2U2020110053,Retails,Nakhon Pathom,145474,MOBIL DELVAC MODERN 15W-40 S DEFENSE CTN 4X7L: TH,1316,2,8
216,2023-08-14,B,ERW_BM2U2020110053,Retails,Nakhon Pathom,145577,MOBIL SUPER FRICTION FIGHTER TURBOSPEED 10W-30 4x7L/CAR,6524,2,8
217,2023-08-09,B,ERW_BM2U2020110121,Retails,Nakhon Pathom,145474,MOBIL DELVAC MODERN 15W-40 S DEFENSE CTN 4X7L: TH,7924,2,8
218,2023-10-31,B,ERW_BM2U2020110127,Reseller,Kanchanaburi,145497,MOBIL DELVAC Legend 15W40(CH-4) 4/7,1764,2,10
219,2023-03-31,B,ERW_BM2U2020110142,Reseller,Suphan Buri,143629,MOBIL SUPER 2000 TURBOSPEED 10W30 4/7,3528,2,3
220,2023-05-06,B,ERW_BM2U2020110146,Reseller,Prachuap Khiri Khan,142931,MOBIL DELVAC MX 15W40 4/6+1,12236,2,5
221,2023-06-30,B,ERW_BM2U2020110146,Reseller,Prachuap Khiri Khan,145474,MOBIL DELVAC MODERN 15W-40 S DEFENSE CTN 4X7L: TH,336,2,6
222,2023-03-29,B,ERW_BM2U2020110146,Reseller,Prachuap Khiri Khan,142931,MOBIL DELVAC MX 15W40 4/6+1,8288,2,3
223,2023-09-23,B,ERW_BM2U2020110177,Retails,Nakhon Pathom,145577,MOBIL SUPER FRICTION FIGHTER TURBOSPEED 10W-30 4x7L/CAR,9856,2,9
224,2023-11-24,B,ERW_BM2U2020110177,Retails,Nakhon Pathom,145577,MOBIL SUPER FRICTION FIGHTER TURBOSPEED 10W-30 4x7L/CAR,2912,2,11
225,2023-05-25,B,ERW_BM2U2020110177,Retails,Nakhon Pathom,143629,MOBIL SUPER 2000 TURBOSPEED 10W30 4/7,7616,2,5
226,2023-08-29,B,ERW_BM2U2020110177,Retails,Nakhon Pathom,145577,MOBIL SUPER FRICTION FIGHTER TURBOSPEED 10W-30 4x7L/CAR,6664,2,8
227,2023-08-29,B,ERW_BM2U2020110177,Retails,Nakhon Pathom,145474,MOBIL DELVAC MODERN 15W-40 S DEFENSE CTN 4X7L: TH,13972,2,8
228,2023-06-09,B,ERW_BM2U2020110177,Retails,Nakhon Pathom,145474,MOBIL DELVAC MODERN 15W-40 S DEFENSE CTN 4X7L: TH,13832,2,6
229,2023-08-10,B,ERW_BM2U2020110177,Retails,Nakhon Pathom,145577,MOBIL SUPER FRICTION FIGHTER TURBOSPEED 10W-30 4x7L/CAR,11396,2,8
230,2023-08-10,B,ERW_BM2U2020110177,Retails,Nakhon Pathom,145474,MOBIL DELVAC MODERN 15W-40 S DEFENSE CTN 4X7L: TH,9520,2,8
231,2023-06-30,B,ERW_BM2U2020110177,Retails,Nakhon Pathom,145474,MOBIL DELVAC MODERN 15W-40 S DEFENSE CTN 4X7L: TH,7028,2,6
232,2023-03-29,B,ERW_BM2U2020110035,Reseller,Suphan Buri,145500,MOBIL DELVAC MODERN 15W-40 S DEFENSE PAIL20L:TH,3388,2,3
233,2023-11-03,D,ERW_DBG72020110005,Retails,Nakhon Si Thammarat,145472,MOBIL DELVAC MODERN 10W-30 SUPER Defense V2 CTN 4X6L:TH,4480,2,11
234,2023-05-26,D,ERW_DBG72020110035,Retails,Nakhon Si Thammarat,143160,MOBIL DELVAC SUPER 1400 15W-40 4X6+1L/CAR,392,2,5
235,2023-03-15,D,ERW_DBG72020110038,Reseller,Phuket,143160,MOBIL DELVAC SUPER 1400 15W-40 4X6+1L/CAR,728,2,3
236,2023-03-28,D,ERW_DBG72020110075,Retails,Chumphon,143160,MOBIL DELVAC SUPER 1400 15W-40 4X6+1L/CAR,12208,2,3
237,2023-10-16,A,ERW_AMBP2020110207,Reseller,Chachoengsao,135899,MOBIL LUBE HD 80W90 1/18,7452,1,10
238,2023-10-25,A,ERW_AMBP2020110207,Reseller,Chachoengsao,135899,MOBIL LUBE HD 80W90 1/18,8514,1,10
239,2023-10-26,A,ERW_AMBP2020110207,Reseller,Chachoengsao,135899,MOBIL LUBE HD 80W90 1/18,558,1,10
240,2023-11-15,A,ERW_AJ0E2020120005,Reseller,Chanthaburi,145498,MOBIL DELVAC Legend 15W40(CH-4) 20L,9300,2,11
241,2023-12-23,A,ERW_AJ0E2020120005,Reseller,Chanthaburi,145498,MOBIL DELVAC Legend 15W40(CH-4) 20L,5840,2,12
242,2023-03-21,A,ERW_AMBP2020110206,Reseller,Chachoengsao,145438,MOBIL DELVAC LEGEND 20W-50 Standard DEFENSE PAIL20L :TH,2080,1,3
243,2023-12-16,C,ERW_C08P2020090041,Reseller,Tak,145498,MOBIL DELVAC Legend 15W40(CH-4) 20L,6240,2,12
244,2023-06-09,C,ERW_C08P2020090041,Reseller,Tak,145498,MOBIL DELVAC Legend 15W40(CH-4) 20L,6240,2,6
245,2023-05-31,B,ERW_BM2U2020110053,Retails,Nakhon Pathom,135896,MOBIL LUBE HD 85W140 1/18,12572,1,5
246,2023-06-29,D,ERW_DBG72020110052,Retails,Krabi,145500,MOBIL DELVAC MODERN 15W-40 S DEFENSE PAIL20L:TH,1204,2,6
247,2023-01-27,A,ERW_AMBP2020110030,Retails,Bangkok,143629,MOBIL SUPER 2000 TURBOSPEED 10W30 4/7,5068,2,1
248,2023-01-24,A,ERW_AMBP2020110030,Retails,Bangkok,143629,MOBIL SUPER 2000 TURBOSPEED 10W30 4/7,2996,2,1
249,2023-03-30,A,ERW_AMBP2020110142,Reseller,Saraburi,145474,MOBIL DELVAC MODERN 15W-40 S DEFENSE CTN 4X7L: TH,3472,2,3
250,2023-12-01,A,ERW_AMBP2020110509,Retails,Chon Buri,145474,MOBIL DELVAC MODERN 15W-40 S DEFENSE CTN 4X7L: TH,1904,2,12
251,2023-06-26,D,ERW_DBG72020110038,Reseller,Phuket,145577,MOBIL SUPER FRICTION FIGHTER TURBOSPEED 10W-30 4x7L/CAR,9492,2,6
252,2023-06-26,D,ERW_DBG72020110038,Reseller,Phuket,145497,MOBIL DELVAC Legend 15W40(CH-4) 4/7,2632,2,6
253,2023-07-25,D,ERW_DBG72020110082,Reseller,Songkhla,145497,MOBIL DELVAC Legend 15W40(CH-4) 4/7,10808,2,7
254,2023-07-26,D,ERW_DYZP2023100001,Reseller,Chumphon,145497,MOBIL DELVAC Legend 15W40(CH-4) 4/7,8708,2,7
255,2023-02-27,A,ERW_AJ0E2020120005,Reseller,Chanthaburi,142939,MOBIL DELVAC SUPER 1400 15W-40 18L/PAIL,6426,2,2
256,2023-09-23,D,ERW_DBG72020110075,Retails,Chumphon,145497,MOBIL DELVAC Legend 15W40(CH-4) 4/7,12768,2,9
257,2023-08-16,A,ERW_AMBP2020110206,Reseller,Chachoengsao,145451,MOBIL DELVAC LEGEND 20W-50 Standard DEFENSE CTN 4X6L:TH,4460,1,8
258,2023-03-10,A,ERW_AMBP2020110291,Reseller,Nakhon Ratchasima,144673,MOBIL 1 Turbo Diesel 5W-40 4X6L/CAR,7040,10,3
259,2023-09-04,A,ERW_AMBP2020110671,Reseller,Chai Nat,145500,MOBIL DELVAC MODERN 15W-40 S DEFENSE PAIL20L:TH,2140,2,9
260,2023-03-24,A,ERW_AUTN2021110005,Retails,Udon Thani,145570,MOBIL SUPER FRICTION FIGHTER 10W-40 4x4+1L/CAR,9300,2,3
261,2023-05-26,B,ERW_BM2U2020110053,Retails,Nakhon Pathom,145500,MOBIL DELVAC MODERN 15W-40 S DEFENSE PAIL20L:TH,4580,2,5
262,2023-12-02,B,ERW_BM2U2020110133,Retails,Ratchaburi,145500,MOBIL DELVAC MODERN 15W-40 S DEFENSE PAIL20L:TH,4520,2,12
263,2023-04-27,B,ERW_BM2U2020110131,Retails,Bangkok,143507,MOBIL SUPER 2000 10W40 4/4+1,9120,2,4
264,2023-07-31,D,ERW_DBG72020110032,Retails,Nakhon Si Thammarat,135508,MOBIL DELVAC 1640 4/6,9740,1,7
265,2023-10-20,D,ERW_DBG72020110035,Retails,Nakhon Si Thammarat,145444,MOBIL DELVAC LEGEND 1640 4X6LT CTN - N,3480,1,10
266,2023-04-12,D,ERW_DBG72020110035,Retails,Nakhon Si Thammarat,135508,MOBIL DELVAC 1640 4/6,7200,1,4
267,2023-02-15,A,ERW_AJ0E2020120005,Reseller,Chanthaburi,142939,MOBIL DELVAC SUPER 1400 15W-40 18L/PAIL,5940,2,2
268,2023-05-17,A,ERW_AJ0E2020120005,Reseller,Chanthaburi,142939,MOBIL DELVAC SUPER 1400 15W-40 18L/PAIL,4896,2,5
269,2023-08-09,A,ERW_AMBP2020110131,Reseller,Lop Buri,145577,MOBIL SUPER FRICTION FIGHTER TURBOSPEED 10W-30 4x7L/CAR,6160,2,8
270,2023-05-19,A,ERW_AMBP2020110131,Reseller,Lop Buri,145577,MOBIL SUPER FRICTION FIGHTER TURBOSPEED 10W-30 4x7L/CAR,11984,2,5
271,2023-03-21,A,ERW_AMBP2020110131,Reseller,Lop Buri,145577,MOBIL SUPER FRICTION FIGHTER TURBOSPEED 10W-30 4x7L/CAR,2772,2,3
272,2023-03-18,C,ERW_C08P2020090041,Reseller,Tak,142939,MOBIL DELVAC SUPER 1400 15W-40 18L/PAIL,4590,2,3
273,2023-02-17,A,ERW_A1DS2023040005,Reseller,Udon Thani,143629,MOBIL SUPER 2000 TURBOSPEED 10W30 4/7,196,2,2
274,2023-03-24,A,ERW_A1DS2023040005,Reseller,Udon Thani,145577,MOBIL SUPER FRICTION FIGHTER TURBOSPEED 10W-30 4x7L/CAR,1736,2,3
275,2023-10-30,A,ERW_A6CB2023080004,Retails,Khon Kaen,145497,MOBIL DELVAC Legend 15W40(CH-4) 4/7,11956,2,10
276,2023-07-14,A,ERW_AHWO2020120011,Retails,Khon Kaen,145577,MOBIL SUPER FRICTION FIGHTER TURBOSPEED 10W-30 4x7L/CAR,13244,2,7
277,2023-07-18,A,ERW_AHWO2020120011,Retails,Khon Kaen,145577,MOBIL SUPER FRICTION FIGHTER TURBOSPEED 10W-30 4x7L/CAR,5992,2,7
278,2023-03-27,A,ERW_AJ0E2020120005,Reseller,Chanthaburi,143160,MOBIL DELVAC SUPER 1400 15W-40 4X6+1L/CAR,588,2,3
279,2023-10-18,A,ERW_AMBP2020110119,Retails,Pathum Thani,145577,MOBIL SUPER FRICTION FIGHTER TURBOSPEED 10W-30 4x7L/CAR,5740,2,10
280,2023-09-18,A,ERW_AMBP2020110206,Reseller,Chachoengsao,145500,MOBIL DELVAC MODERN 15W-40 S DEFENSE PAIL20L:TH,7112,2,9
281,2023-09-27,A,ERW_AMBP2020110207,Reseller,Chachoengsao,143877,MOBIL SUPER ALL-IN-ONE Pro TURBOSPEED 5W30 4/7,812,1,9
282,2023-04-03,A,ERW_AMBP2020110400,Retails,Bangkok,145570,MOBIL SUPER FRICTION FIGHTER 10W-40 4x4+1L/CAR,8036,2,4
283,2023-12-13,A,ERW_AMBP2020110671,Reseller,Chai Nat,145500,MOBIL DELVAC MODERN 15W-40 S DEFENSE PAIL20L:TH,12964,2,12
284,2023-03-24,A,ERW_AUTN2021110005,Retails,Udon Thani,145577,MOBIL SUPER FRICTION FIGHTER TURBOSPEED 10W-30 4x7L/CAR,9100,2,3
285,2023-11-27,C,ERW_CGAA2021010002,Retails,Chiang Mai,145472,MOBIL DELVAC MODERN 10W-30 SUPER Defense V2 CTN 4X6L:TH,7672,2,11
286,2023-09-12,B,ERW_B4642020110006,Reseller,Kanchanaburi,145577,MOBIL SUPER FRICTION FIGHTER TURBOSPEED 10W-30 4x7L/CAR,10500,2,9
287,2023-10-25,B,ERW_BM2U2020110040,Retails,Chai Nat,145577,MOBIL SUPER FRICTION FIGHTER TURBOSPEED 10W-30 4x7L/CAR,1764,2,10
288,2023-03-29,B,ERW_BM2U2020110005,Reseller,Bangkok,142931,MOBIL DELVAC MX 15W40 4/6+1,13832,2,3
289,2023-12-21,B,ERW_BM2U2020110030,Reseller,Ratchaburi,145577,MOBIL SUPER FRICTION FIGHTER TURBOSPEED 10W-30 4x7L/CAR,6132,2,12
290,2023-05-29,B,ERW_BM2U2020110048,Retails,Nakhon Pathom,145497,MOBIL DELVAC Legend 15W40(CH-4) 4/7,3332,2,5
291,2023-11-25,B,ERW_BM2U2020110048,Retails,Nakhon Pathom,145497,MOBIL DELVAC Legend 15W40(CH-4) 4/7,7588,2,11
292,2023-02-28,B,ERW_BM2U2020110086,Retails,Prachuap Khiri Khan,142931,MOBIL DELVAC MX 15W40 4/6+1,7700,2,2
293,2023-05-31,B,ERW_BM2U2020110122,Retails,Nakhon Pathom,145497,MOBIL DELVAC Legend 15W40(CH-4) 4/7,4648,2,5
294,2023-05-16,B,ERW_BM2U2020110142,Reseller,Suphan Buri,145497,MOBIL DELVAC Legend 15W40(CH-4) 4/7,7924,2,5
295,2023-05-31,B,ERW_BM2U2020110142,Reseller,Suphan Buri,145577,MOBIL SUPER FRICTION FIGHTER TURBOSPEED 10W-30 4x7L/CAR,6160,2,5
296,2023-03-31,B,ERW_BM2U2020110142,Reseller,Suphan Buri,141539,MOBIL DELVAC SUPER 1400 15W40 4/6+1,3584,2,3
297,2023-05-06,B,ERW_BM2U2020110146,Reseller,Prachuap Khiri Khan,142931,MOBIL DELVAC MX 15W40 4/6+1,6440,2,5
298,2023-04-29,D,ERW_DBG72020110082,Reseller,Songkhla,143160,MOBIL DELVAC SUPER 1400 15W-40 4X6+1L/CAR,7672,2,4
299,2023-03-22,D,ERW_DGVG2021110003,Reseller,Phangnga,143629,MOBIL SUPER 2000 TURBOSPEED 10W30 4/7,2100,2,3
300,2023-06-23,A,ERW_AMBP2020110142,Reseller,Saraburi,145570,MOBIL SUPER FRICTION FIGHTER 10W-40 4x4+1L/CAR,6060,2,6
301,2023-09-21,A,ERW_AMBP2020110142,Reseller,Saraburi,145570,MOBIL SUPER FRICTION FIGHTER 10W-40 4x4+1L/CAR,2120,2,9
302,2023-08-29,A,ERW_AMBP2020110322,Retails,Khon Kaen,145500,MOBIL DELVAC MODERN 15W-40 S DEFENSE PAIL20L:TH,9880,2,8
303,2023-07-26,A,ERW_AMBP2020110740,Retails,Ubon Ratchathani,145500,MOBIL DELVAC MODERN 15W-40 S DEFENSE PAIL20L:TH,1720,2,7
304,2023-08-28,D,ERW_DBG72020110005,Retails,Nakhon Si Thammarat,145500,MOBIL DELVAC MODERN 15W-40 S DEFENSE PAIL20L:TH,3020,2,8
305,2023-09-06,A,ERW_AMBP2020110269,Retails,Roi Et,145577,MOBIL SUPER FRICTION FIGHTER TURBOSPEED 10W-30 4x7L/CAR,6748,2,9
306,2023-02-22,A,ERW_AMBP2020110207,Reseller,Chachoengsao,135896,MOBIL LUBE HD 85W140 1/18,260,1,2
307,2023-02-09,B,ERW_BM2U2020110040,Retails,Chai Nat,145500,MOBIL DELVAC MODERN 15W-40 S DEFENSE PAIL20L:TH,5980,2,2
308,2023-03-10,B,ERW_BM2U2020110035,Reseller,Suphan Buri,145500,MOBIL DELVAC MODERN 15W-40 S DEFENSE PAIL20L:TH,3580,2,3
309,2023-01-26,B,ERW_BM2U2020110035,Reseller,Suphan Buri,145500,MOBIL DELVAC MODERN 15W-40 S DEFENSE PAIL20L:TH,2420,2,1
310,2023-01-06,D,ERW_DBG72020110074,Retails,Nakhon Si Thammarat,142930,MOBIL DELVAC MX 15W-40 18L/PAIL,4560,2,1
311,2023-10-04,D,ERW_DFYB2022030002,Retails,Nakhon Si Thammarat,134728,MOBIL DELVAC SUPER 20W50 18LT PAIL,7100,1,10
312,2023-05-08,A,ERW_AMBP2020110207,Reseller,Chachoengsao,145888,MOBIL SUPER EVERYDAY PROTECTION 20W-50 4x4+1L/CAR,1160,1,5
313,2023-02-22,A,ERW_AMBP2020110207,Reseller,Chachoengsao,140521,MOBIL 1 0W40(SN) 4/4,6048,10,2
314,2023-03-13,A,ERW_AMBP2020110207,Reseller,Chachoengsao,140043,MOBIL ATF 3309 12/1,3000,1,3
315,2023-02-21,A,ERW_AMBP2020110030,Retails,Bangkok,143160,MOBIL DELVAC SUPER 1400 15W-40 4X6+1L/CAR,10472,2,2
316,2023-06-09,A,ERW_AMBP2020110131,Reseller,Lop Buri,142939,MOBIL DELVAC SUPER 1400 15W-40 18L/PAIL,8540,2,6
317,2023-01-27,A,ERW_AMBP2020110648,Reseller,Maha Sarakham,143160,MOBIL DELVAC SUPER 1400 15W-40 4X6+1L/CAR,9156,2,1
318,2023-02-13,A,ERW_AMBP2020110648,Reseller,Maha Sarakham,142931,MOBIL DELVAC MX 15W40 4/6+1,7196,2,2
319,2023-03-18,C,ERW_C08P2020090041,Reseller,Tak,143160,MOBIL DELVAC SUPER 1400 15W-40 4X6+1L/CAR,6104,2,3
320,2023-09-08,A,ERW_A1DS2023040005,Reseller,Udon Thani,145500,MOBIL DELVAC MODERN 15W-40 S DEFENSE PAIL20L:TH,6280,2,9
321,2023-10-30,A,ERW_A1DS2023040005,Reseller,Udon Thani,145500,MOBIL DELVAC MODERN 15W-40 S DEFENSE PAIL20L:TH,8640,2,10
322,2023-08-03,A,ERW_AMBP2020110217,Retails,Nakhon Ratchasima,145500,MOBIL DELVAC MODERN 15W-40 S DEFENSE PAIL20L:TH,8580,2,8
323,2023-12-07,A,ERW_AMBP2020110217,Retails,Nakhon Ratchasima,145500,MOBIL DELVAC MODERN 15W-40 S DEFENSE PAIL20L:TH,6400,2,12
324,2023-12-08,A,ERW_AMBP2020110217,Retails,Nakhon Ratchasima,145500,MOBIL DELVAC MODERN 15W-40 S DEFENSE PAIL20L:TH,3360,2,12
325,2023-12-01,A,ERW_AMBP2020110219,Retails,Nakhon Ratchasima,145500,MOBIL DELVAC MODERN 15W-40 S DEFENSE PAIL20L:TH,4120,2,12
326,2023-12-20,A,ERW_AMBP2020110648,Reseller,Maha Sarakham,145500,MOBIL DELVAC MODERN 15W-40 S DEFENSE PAIL20L:TH,2220,2,12
327,2023-10-24,A,ERW_AMBP2020110648,Reseller,Maha Sarakham,145500,MOBIL DELVAC MODERN 15W-40 S DEFENSE PAIL20L:TH,3360,2,10
328,2023-05-09,A,ERW_AMBP2020110671,Reseller,Chai Nat,145570,MOBIL SUPER FRICTION FIGHTER 10W-40 4x4+1L/CAR,5660,2,5
329,2023-07-25,A,ERW_AUTN2021110005,Retails,Udon Thani,145826,MOBIL SUPER ALL-IN-ONE PROTECTION 5W-30 4x4+1L/CAR,9740,4,7
330,2023-01-27,C,ERW_C08P2020090113,Reseller,Sukhothai,145500,MOBIL DELVAC MODERN 15W-40 S DEFENSE PAIL20L:TH,2080,2,1
331,2023-02-23,C,ERW_C08P2020090113,Reseller,Sukhothai,145500,MOBIL DELVAC MODERN 15W-40 S DEFENSE PAIL20L:TH,5080,2,2
332,2023-11-20,C,ERW_C9H62020120007,Reseller,Nakhon Sawan,145500,MOBIL DELVAC MODERN 15W-40 S DEFENSE PAIL20L:TH,8500,2,11
333,2023-11-18,B,ERW_BM2U2020110040,Retails,Chai Nat,145500,MOBIL DELVAC MODERN 15W-40 S DEFENSE PAIL20L:TH,1300,2,11
334,2023-05-31,B,ERW_BM2U2020110040,Retails,Chai Nat,145500,MOBIL DELVAC MODERN 15W-40 S DEFENSE PAIL20L:TH,5080,2,5
335,2023-05-23,B,ERW_BM2U2020110040,Retails,Chai Nat,145500,MOBIL DELVAC MODERN 15W-40 S DEFENSE PAIL20L:TH,2840,2,5
336,2023-10-21,B,ERW_BM2U2020110040,Retails,Chai Nat,145500,MOBIL DELVAC MODERN 15W-40 S DEFENSE PAIL20L:TH,2900,2,10
337,2023-05-12,B,ERW_BM2U2020110053,Retails,Nakhon Pathom,145438,MOBIL DELVAC LEGEND 20W-50 Standard DEFENSE PAIL20L :TH,2120,1,5
338,2023-05-26,B,ERW_BM2U2020110165,Retails,Suphan Buri,145500,MOBIL DELVAC MODERN 15W-40 S DEFENSE PAIL20L:TH,9160,2,5
339,2023-03-24,B,ERW_BM2U2020110013,Retails,Ratchaburi,145500,MOBIL DELVAC MODERN 15W-40 S DEFENSE PAIL20L:TH,5780,2,3
340,2023-10-31,B,ERW_BM2U2020110127,Reseller,Kanchanaburi,145500,MOBIL DELVAC MODERN 15W-40 S DEFENSE PAIL20L:TH,4660,2,10
341,2023-05-20,B,ERW_BM2U2020110142,Reseller,Suphan Buri,145438,MOBIL DELVAC LEGEND 20W-50 Standard DEFENSE PAIL20L :TH,2220,1,5
342,2023-10-31,B,ERW_BM2U2020110172,Retails,Kanchanaburi,145498,MOBIL DELVAC Legend 15W40(CH-4) 20L,160,2,10
343,2023-11-30,B,ERW_BM2U2020110177,Retails,Nakhon Pathom,145500,MOBIL DELVAC MODERN 15W-40 S DEFENSE PAIL20L:TH,1100,2,11
344,2023-07-26,B,ERW_BM2U2020110177,Retails,Nakhon Pathom,145498,MOBIL DELVAC Legend 15W40(CH-4) 20L,5040,2,7
345,2023-11-24,B,ERW_BM2U2020110177,Retails,Nakhon Pathom,145570,MOBIL SUPER FRICTION FIGHTER 10W-40 4x4+1L/CAR,8780,2,11
